run_id,universe_size,bond_id,rating_bucket,epsilon,n_dealers,br_slope,sinkhorn_wasserstein_tau_shift,dlambda_informed_ddelta,h_tail_mean,h_tail_std,tau_tail_mean,q_tail_mean,hit_cap,stability_label,adversarial_regime,br_slope_z,sinkhorn_wasserstein_tau_shift_z,dlambda_informed_ddelta_z,h_tail_mean_z,h_tail_std_z,tau_tail_mean_z,q_tail_mean_z,stability_code,data_is_synthetic,primary_source
99,5,4,IG,0.25,10,0.0235495966458134,0.0311528286528286,-0.0622268012464908,0.2646608433304209,0.1974088744386845,0.18755328005328,0.0052118414056724,False,oscillating,normal,0.20462,0.06794,0.96951,-1.29531,-0.40511,-1.16117,0.24638,1,True,simulator_v1
100,5,0,HY,0.35,1,0.0514009468703068,0.0816111111111111,-0.1135884531169928,1.874048663971948,0.6695423809172588,0.427611111111111,-0.0155467701927419,False,oscillating,normal,0.41412,2.19093,0.66151,-0.44929,2.58716,-0.34287,-0.58503,1,True,simulator_v1
101,5,1,HY,0.35,1,-0.0525016530347188,0.0463333333333333,-0.1718656645305475,2.97745904857492,0.4097527903802125,0.5938333333333332,0.0112835636478402,False,stable,normal,-0.36742,0.70665,0.31204,0.13075,0.94068,0.22374,0.48956,0,True,simulator_v1
102,5,2,IG,0.35,1,-0.0594419910968137,0.0368571428571428,-0.2555611620027662,4.323752814680093,0.3583370859663807,0.7644682539682539,0.0048763336698257,False,stable,normal,-0.41963,0.30795,-0.18986,0.83846,0.61482,0.80539,0.23295,0,True,simulator_v1
103,5,3,HY,0.35,1,-0.0227075592995843,0.0112222222222222,-0.1507918689453812,2.999522747845195,0.4646735963765966,0.5726666666666667,-0.0034323255874162,False,stable,normal,-0.14332,-0.77062,0.43841,0.14235,1.28875,0.15158,-0.09983,0,True,simulator_v1
104,5,4,IG,0.35,1,-0.0006575778390223,0.0464603174603174,-0.177805670940674,2.982391219706777,0.4828235878630609,0.5845555555555556,0.003086799262155,False,stable,normal,0.02254,0.71199,0.27642,0.13334,1.40378,0.19211,0.16127,0,True,simulator_v1
105,5,0,HY,0.35,2,0.0470024597785778,0.0106230158730158,-0.0892806548609286,1.4881694605764682,0.4811745753448906,0.3559444444444444,0.0497770166719657,False,oscillating,normal,0.38103,-0.79583,0.80728,-0.65214,1.39333,-0.58717,2.03127,1,True,simulator_v1
106,5,1,HY,0.35,2,-0.0128341366073789,0.0267341269841269,-0.1454055064185556,2.5264824894432008,0.3945040874842766,0.5202142857142856,0.00111840983606,False,stable,normal,-0.06905,-0.11797,0.47071,-0.10632,0.84403,-0.02721,0.08244,0,True,simulator_v1
107,5,2,IG,0.35,2,0.0192992069828864,0.0389377289377289,-0.2339711733401014,3.521331656413317,0.4044118308096885,0.6534642857142858,0.0089825348237675,False,stable,normal,0.17265,0.39548,-0.06039,0.41665,0.90683,0.427,0.3974,0,True,simulator_v1
108,5,3,HY,0.35,2,-0.0820558114564192,0.0248267195767195,-0.1246754887986312,2.784645752797277,0.3574512130966469,0.5435092592592592,-0.0062062104732545,False,stable,normal,-0.58972,-0.19822,0.59502,0.02939,0.6092,0.05219,-0.21092,0,True,simulator_v1
109,5,4,IG,0.35,2,-0.0733911000728328,0.0566883116883116,-0.1452346166506221,2.907890736148796,0.3669265124239277,0.568015873015873,-0.0020161520997712,False,stable,normal,-0.52455,1.14232,0.47174,0.09418,0.66926,0.13573,-0.04311,0,True,simulator_v1
110,5,0,HY,0.35,5,0.0530462953979815,0.0158714896214896,-0.0605332738917223,1.418283849785096,0.4896314280271026,0.3496452991452991,0.0219987786942495,False,oscillating,normal,0.42649,-0.57501,0.97967,-0.68887,1.44693,-0.60864,0.91872,1,True,simulator_v1
111,5,1,HY,0.35,5,0.0830387047496661,0.0263990176490176,-0.1078046031717989,1.5451958340507284,0.4633591721107358,0.3825696525696526,0.0070599030113486,False,oscillating,normal,0.65209,-0.13207,0.69619,-0.62216,1.28042,-0.49641,0.3204,1,True,simulator_v1
112,5,2,IG,0.35,5,-0.0046912357425622,0.0136544980074391,-0.1955718845226378,1.3567810351648903,0.2062420048310543,0.3513573047323047,-0.0227955593517327,False,stable,normal,-0.0078,-0.66828,0.16988,-0.7212,-0.34912,-0.6028,-0.87535,0,True,simulator_v1
113,5,3,HY,0.35,5,0.0998961030400303,0.0284660894660894,-0.0941298997735221,1.4996026169029422,0.4921302654926909,0.3630886243386243,-0.0074620848252576,False,oscillating,normal,0.77889,-0.0451,0.7782,-0.64613,1.46277,-0.56281,-0.26122,1,True,simulator_v1
114,5,4,IG,0.35,5,0.0478778000417528,0.0202037037037037,-0.1145752638876456,1.288946619008157,0.3366334998342185,0.3414046416546417,-0.0022082202447706,False,oscillating,normal,0.38762,-0.39273,0.65559,-0.75686,0.47727,-0.63673,-0.0508,1,True,simulator_v1
115,5,0,HY,0.35,10,0.0476474983096334,0.0186220538720538,-0.0447463454304512,1.075320854976712,0.405937746680319,0.2992344877344877,0.0096498365430542,False,oscillating,normal,0.38588,-0.45928,1.07434,-0.86916,0.9165,-0.78048,0.42413,1,True,simulator_v1
116,5,1,HY,0.35,10,0.0087018080392871,0.0247794057794057,-0.0793399954280915,1.1873582465768444,0.2483881574550206,0.323479982979983,-0.0339759343669644,False,stable,normal,0.09294,-0.20021,0.86689,-0.81027,-0.08201,-0.69783,-1.32314,0,True,simulator_v1
117,5,2,IG,0.35,10,-0.0366854046651922,0.01390682003182,-0.1434790707359775,1.1264870883790912,0.160809180503993,0.3152808898617722,0.0043799321807823,False,stable,normal,-0.24846,-0.65767,0.48226,-0.84226,-0.63707,-0.72578,0.21306,0,True,simulator_v1
118,5,3,HY,0.35,10,0.058092482029765,0.0534992599992599,-0.0712946865417242,0.8448314948411803,0.2730182203554654,0.2646907351907352,0.020384571753416,False,oscillating,normal,0.46445,1.00815,0.91513,-0.99032,0.07409,-0.89823,0.85407,1,True,simulator_v1
119,5,4,IG,0.35,10,-0.0153535924924086,0.0157104284604284,-0.0835439040643633,1.2047982464895963,0.2321278723905391,0.3263680763680763,-0.0028682877646913,False,stable,normal,-0.088,-0.58178,0.84168,-0.8011,-0.18507,-0.68799,-0.07724,0,True,simulator_v1
120,5,0,HY,0.45,1,0.051095901631482,0.0166111111111111,-0.1338774546297248,2.5325792795838256,0.640683876122854,0.5175,-0.0433799914470761,False,oscillating,elevated,0.41182,-0.54389,0.53984,-0.10311,2.40426,-0.03646,-1.69978,1,True,simulator_v1
121,5,1,HY,0.45,1,-0.0165217484889369,0.056531746031746,-0.2075500373666359,3.431317864805739,0.4709153149596938,0.6437936507936507,-0.0003806408977034,False,stable,elevated,-0.09679,1.13574,0.09805,0.36933,1.32831,0.39404,0.0224,0,True,simulator_v1
122,5,2,IG,0.45,1,-0.0701717628072818,0.0277420634920634,-0.3091713829174686,4.629935988962492,0.3535034733334902,0.8092777777777779,-0.0161471473766271,False,stable,elevated,-0.50033,-0.07556,-0.51135,0.99942,0.58418,0.95813,-0.60907,0,True,simulator_v1
123,5,3,HY,0.45,1,-0.0502875055189317,0.0150396825396825,-0.1822829793329331,3.289259653330541,0.4250585318786424,0.626,0.0172622254274003,False,stable,elevated,-0.35077,-0.61,0.24957,0.29465,1.03768,0.33338,0.72902,0,True,simulator_v1
124,5,4,IG,0.45,1,-0.0016145066898611,0.0357777777777777,-0.2073255468708087,3.823988623049131,0.4889093481337619,0.7087222222222223,0.003240500951706,False,stable,elevated,0.01534,0.26253,0.0994,0.57575,1.44235,0.61536,0.16743,0,True,simulator_v1
125,5,0,HY,0.45,2,0.0919705288119948,0.0094722222222222,-0.1066258509274393,2.3584162573068808,0.7742562422537632,0.4894166666666666,0.0095141571586478,False,oscillating,elevated,0.71928,-0.84425,0.70326,-0.19467,3.25081,-0.13219,0.4187,1,True,simulator_v1
126,5,1,HY,0.45,2,0.0576578916008433,0.0703161375661375,-0.1659192997289295,3.62086185001812,0.5691521014534835,0.6712936507936508,-0.0385698715249809,False,stable,elevated,0.46118,1.7157,0.3477,0.46897,1.95091,0.48778,-1.50713,0,True,simulator_v1
127,5,2,IG,0.45,2,0.0208355129306171,0.057753182003182,-0.2744926702543989,4.538635594003889,0.352931505146627,0.8062800625300626,-0.0078147912372223,False,stable,elevated,0.18421,1.18713,-0.30339,0.95142,0.58056,0.94791,-0.27535,0,True,simulator_v1
128,5,3,HY,0.45,2,0.0955368116736551,0.0894748677248677,-0.1506427129809936,3.7751824983985385,0.638609262153621,0.6756455026455027,0.0442825593139403,False,stable,elevated,0.7461,2.52179,0.43931,0.55009,2.39111,0.50261,1.81121,0,True,simulator_v1
129,5,4,IG,0.45,2,0.0429280466402617,0.0375066137566137,-0.1822818987023639,3.049887900154734,0.478894780404459,0.593452380952381,0.0034917329266321,False,stable,elevated,0.35039,0.33527,0.24958,0.16882,1.37888,0.22244,0.17749,0,True,simulator_v1
130,5,0,HY,0.45,5,0.0071720151655571,0.0482777777777777,-0.0743320883081694,2.1217809048772023,0.4293759502877738,0.4557619047619047,-0.028242978235438,False,stable,elevated,0.08143,0.78846,0.89692,-0.31906,1.06504,-0.24691,-1.09352,0,True,simulator_v1
131,5,1,HY,0.45,5,0.0440460893161207,0.0275286195286195,-0.1307777721142967,2.35067621521238,0.4005191732969978,0.4888280423280422,-0.0045218161076828,False,stable,elevated,0.3588,-0.08454,0.55843,-0.19874,0.88216,-0.1342,-0.14346,0,True,simulator_v1
132,5,2,IG,0.45,5,-0.0700762466416988,0.0168992488992488,-0.2339627425550038,2.392424121225041,0.1864363030732658,0.4979091186591186,-0.0450916826135029,False,stable,elevated,-0.49962,-0.53176,-0.06034,-0.17679,-0.47465,-0.10325,-1.76834,0,True,simulator_v1
133,5,3,HY,0.45,5,0.0244553578064914,0.0480833333333333,-0.1134055731828554,2.5648109933867635,0.4038895553983404,0.5101349206349206,-0.000319824853518,False,stable,elevated,0.21144,0.78028,0.66261,-0.08617,0.90352,-0.06157,0.02483,0,True,simulator_v1
134,5,4,IG,0.45,5,-0.0629412792897893,0.0503556351056351,-0.1369828365823338,2.4230283127319483,0.2653744648173511,0.5014163614163614,0.005476747787245,False,stable,elevated,-0.44595,0.87588,0.52122,-0.1607,0.02564,-0.09129,0.25699,0,True,simulator_v1
135,5,0,HY,0.45,10,0.0378603642715303,0.0313055555555555,-0.0563528905402192,1.6538959945140868,0.4087358697568153,0.3874365079365079,-0.0091617976525865,False,stable,elevated,0.31227,0.07437,1.00474,-0.56502,0.93423,-0.47982,-0.3293,0,True,simulator_v1
136,5,1,HY,0.45,10,0.0018405815493158,0.0371721981721981,-0.0993222936296071,1.8211056338399905,0.3002633749059938,0.4153988696488696,-0.0333895825268199,False,stable,elevated,0.04133,0.3212,0.74706,-0.47712,0.24676,-0.3845,-1.29965,0,True,simulator_v1
137,5,2,IG,0.45,10,0.0341055925090089,0.0421681983593748,-0.1774362298083586,1.8993138668601013,0.2378727168505136,0.4277929771753301,-0.0180363816177107,False,stable,elevated,0.28402,0.5314,0.27863,-0.43601,-0.14866,-0.34225,-0.68474,0,True,simulator_v1
138,5,3,HY,0.45,10,0.0354218870621311,0.0218151755651755,-0.0878121698100183,1.8075456934722556,0.3335441329624046,0.389074074074074,0.0266838223768878,False,stable,elevated,0.29393,-0.32493,0.81608,-0.48425,0.45769,-0.47424,1.10636,0,True,simulator_v1
139,5,4,IG,0.45,10,-0.0502333161629419,0.0261870721870721,-0.1045775869618127,1.778956217195364,0.2070859155465397,0.4184080919080919,0.0047080685588552,False,stable,elevated,-0.35036,-0.14099,0.71555,-0.49928,-0.34378,-0.37424,0.22621,0,True,simulator_v1
140,5,0,HY,0.55,1,-0.1023830034319934,0.0502142857142857,-0.1436478398177186,3.320972720091516,0.3975758036634462,0.6215476190476191,0.0225110376733463,False,stable,elevated,-0.74262,0.86994,0.48125,0.31133,0.8635,0.31821,0.93924,0,True,simulator_v1
141,5,1,HY,0.55,1,-0.0101284820756031,0.0098253968253968,-0.2297979759213222,4.086703738271752,0.4436195933384025,0.7336587301587302,-0.0085143830540901,False,stable,elevated,-0.0487,-0.82939,-0.03537,0.71385,1.15532,0.70037,-0.30337,0,True,simulator_v1
142,5,2,IG,0.55,1,-0.1097446552522715,0.0298968253968253,-0.3673749157876634,4.835826351036983,0.2723065255260792,0.852079365079365,0.0078634213887496,False,stable,elevated,-0.798,0.0151,-0.86038,1.10765,0.06958,1.10403,0.35258,0,True,simulator_v1
143,5,3,HY,0.55,1,-0.0427447519177249,0.0188306878306878,-0.2087514272498755,3.892956012909643,0.4231136328840786,0.704037037037037,-0.0725637943202036,False,stable,elevated,-0.29403,-0.4505,0.09084,0.612,1.02536,0.59939,-2.86863,0,True,simulator_v1
144,5,4,IG,0.55,1,0.0082395694430395,0.03,-0.2519130339096972,3.912489486169432,0.4714095899040452,0.7182777777777778,-0.0021173736822879,False,stable,elevated,0.08946,0.01944,-0.16798,0.62227,1.33144,0.64794,-0.04716,0,True,simulator_v1
145,5,0,HY,0.55,2,-0.0645803322267367,0.0783055555555555,-0.1201342423574678,3.091682843570605,0.4106317999480984,0.5895,0.0106927488420227,False,stable,elevated,-0.45828,2.05185,0.62226,0.19079,0.94625,0.20897,0.4659,0,True,simulator_v1
146,5,1,HY,0.55,2,0.0165452672775749,0.0355383597883597,-0.1859081003766353,4.352277098750104,0.4278102729997085,0.7694351851851853,0.0018755823663094,False,stable,elevated,0.15194,0.25246,0.22783,0.85346,1.05512,0.82232,0.11276,0,True,simulator_v1
147,5,2,IG,0.55,2,-0.0628662676504723,0.0432106412106412,-0.3175426911528036,4.935324728244831,0.2488573977765132,0.8636706349206349,0.0251415161656732,False,stable,elevated,-0.44538,0.57526,-0.56155,1.15995,-0.07904,1.14354,1.04459,0,True,simulator_v1
148,5,3,HY,0.55,2,0.0266377561426018,0.0209920634920634,-0.1762436724588275,3.77739196616808,0.465563765653726,0.6807936507936508,-0.0102194771836263,False,stable,elevated,0.22785,-0.35956,0.28578,0.55125,1.29439,0.52016,-0.37166,0,True,simulator_v1
149,5,4,IG,0.55,2,-0.0516991528252431,0.1152936507936508,-0.2001068075755326,4.203809500853716,0.3365420905435109,0.7618716931216931,0.0010249391103126,False,stable,elevated,-0.36139,3.60809,0.14268,0.77541,0.47669,0.79654,0.07869,0,True,simulator_v1
150,5,0,HY,0.55,5,-0.0360938689268577,0.024313492063492,-0.0900170435031086,2.259320916821704,0.3637952430787918,0.4792103174603174,0.024552924388312,False,stable,elevated,-0.24401,-0.21982,0.80286,-0.24676,0.64941,-0.16698,1.02102,0,True,simulator_v1
151,5,1,HY,0.55,5,0.0227827554804358,0.1241874699374699,-0.1513490150041901,3.241624739479152,0.3960867679473432,0.6277063492063493,-0.0262351663911914,False,stable,elevated,0.19886,3.98229,0.43507,0.26961,0.85407,0.3392,-1.01311,0,True,simulator_v1
152,5,2,IG,0.55,5,0.111888814898022,0.0664832553067847,-0.268743401082149,3.4344339763775658,0.3715016532610751,0.639220547970548,0.0158753192408765,False,stable,elevated,0.8691,1.55444,-0.26891,0.37097,0.69825,0.37845,0.67347,0,True,simulator_v1
153,5,3,HY,0.55,5,-0.0085924577440116,0.010589947089947,-0.1337443252683883,3.1997141674698195,0.3443224638760337,0.6002037037037038,-0.0127508597589731,False,stable,elevated,-0.03714,-0.79722,0.54064,0.24758,0.526,0.24545,-0.47305,0,True,simulator_v1
154,5,4,IG,0.55,5,-0.021353008568565,0.0186968494468494,-0.1610428413660174,3.000202043828731,0.2951054383410268,0.5866700336700336,0.0043301287152269,False,stable,elevated,-0.13313,-0.45613,0.37694,0.1427,0.21407,0.19932,0.21107,0,True,simulator_v1
155,5,0,HY,0.55,10,0.0226055683420421,0.0441904761904762,-0.0670223106381442,1.9834949094554049,0.4161136714370821,0.419765873015873,-0.0469395571484329,False,stable,elevated,0.19752,0.61649,0.94075,-0.39175,0.98099,-0.36962,-1.84235,0,True,simulator_v1
156,5,1,HY,0.55,10,0.0634648067496534,0.0288929588929588,-0.1193680019048376,2.2106118546405398,0.3760950659489763,0.4672902837902838,0.0021015414319434,False,stable,elevated,0.50486,-0.02714,0.62685,-0.27236,0.72736,-0.20762,0.12181,0,True,simulator_v1
157,5,2,IG,0.55,10,0.0372658379720341,0.0134464858470276,-0.2136410707148441,2.268622086656531,0.2056881525788523,0.4815681538390516,0.0275269062005484,False,stable,elevated,0.3078,-0.67704,0.06152,-0.24187,-0.35263,-0.15895,1.14013,0,True,simulator_v1
158,5,3,HY,0.55,10,0.0743212323463363,0.0128667628667628,-0.1034274570478715,2.578245119568625,0.4349677724109781,0.5069408369408369,0.0238777945895529,False,stable,elevated,0.58652,-0.70143,0.72244,-0.07911,1.10048,-0.07246,0.99398,0,True,simulator_v1
159,5,4,IG,0.55,10,0.0603827887681901,0.0291677304177304,-0.1246799742095901,2.31510246019214,0.3208860242556848,0.4909550449550449,-0.0048833764156178,False,stable,elevated,0.48168,-0.01558,0.595,-0.21744,0.37746,-0.12695,-0.15794,0,True,simulator_v1
160,5,0,HY,0.65,1,-0.1297923150953502,0.0116825396825396,-0.1585953092927975,3.627892569676992,0.3831638324292279,0.6586666666666666,0.0318149911932509,False,stable,stress,-0.94879,-0.75125,0.39162,0.47267,0.77216,0.44474,1.31187,0,True,simulator_v1
161,5,1,HY,0.65,1,0.0278585158601849,0.0223690476190476,-0.2592932223989016,4.349144602004713,0.466402169103818,0.7738888888888888,-0.0190341177955758,False,stable,stress,0.23703,-0.30163,-0.21224,0.85181,1.29971,0.8375,-0.7247,0,True,simulator_v1
162,5,2,IG,0.65,1,0.0355080033341942,0.019058201058201,-0.4117812389744683,5.196963483736635,0.3306716127978379,0.9027936507936508,0.0209630027959907,True,collapsed_saturated,stress,0.29457,-0.44093,-1.12667,1.29749,0.43948,1.2769,0.87724,2,True,simulator_v1
163,5,3,HY,0.65,1,-0.0140267436437923,0.0277592592592592,-0.2270718621308136,4.419052904276729,0.4388193313964116,0.7704444444444444,-0.0050712306320343,False,stable,stress,-0.07802,-0.07484,-0.01902,0.88856,1.12489,0.82576,-0.16547,0,True,simulator_v1
164,5,4,IG,0.65,1,-0.0351209853630637,0.035079365079365,-0.2609745969211713,4.645981630554335,0.3720186458117659,0.8291349206349207,-0.0085561089957088,False,stable,stress,-0.23669,0.23315,-0.22232,1.00785,0.70153,1.02582,-0.30504,0,True,simulator_v1
165,5,0,HY,0.65,2,-0.0161115390268177,0.0346428571428571,-0.1398770640025961,3.2956036789411263,0.4599604374807761,0.6185793650793651,-0.0068786035102576,False,stable,stress,-0.0937,0.21478,0.50387,0.29799,1.25888,0.30809,-0.23785,0,True,simulator_v1
166,5,1,HY,0.65,2,-0.0019999228442685,0.0122023809523809,-0.2248375132806042,4.200293390883786,0.3774779198661617,0.7573412698412699,0.014674354673377,False,stable,stress,0.01244,-0.72938,-0.00562,0.77356,0.73613,0.78109,0.62537,0,True,simulator_v1
167,5,2,IG,0.65,2,-0.0588668783748331,0.0269386446886446,-0.3606110514686138,5.266879674385399,0.1821674522533674,0.9023809523809522,0.0325205414482294,True,collapsed_saturated,stress,-0.4153,-0.10937,-0.81982,1.33424,-0.5017,1.2755,1.34013,2,True,simulator_v1
168,5,3,HY,0.65,2,0.0383787128214887,0.0270039682539682,-0.1952963185521934,4.445377541022141,0.4424360775663749,0.7882936507936508,0.0057074133543439,False,stable,stress,0.31617,-0.10662,0.17153,0.9024,1.14782,0.8866,0.26623,0,True,simulator_v1
169,5,4,IG,0.65,2,-0.0883839886746624,0.020031746031746,-0.2342234971855946,4.284385287038859,0.3045354412818091,0.7590238095238095,0.0059827141064075,False,stable,stress,-0.63732,-0.39997,-0.0619,0.81777,0.27384,0.78683,0.27726,0,True,simulator_v1
170,5,0,HY,0.65,5,-0.0032775509799351,0.0301944444444444,-0.1027062172795527,2.880280113132988,0.4180568938888233,0.5509166666666667,0.0057088739294115,False,stable,stress,0.00283,0.02762,0.72677,0.07966,0.99331,0.07744,0.26629,0,True,simulator_v1
171,5,1,HY,0.65,5,-0.1048411486445887,0.0146036556036556,-0.1775217819692275,3.312614459831995,0.2424476363384378,0.6325582010582009,0.0258086759841865,False,stable,stress,-0.76111,-0.62835,0.27812,0.30693,-0.11966,0.35574,1.07131,0,True,simulator_v1
172,5,2,IG,0.65,5,0.0415478663715537,0.0432099047466694,-0.3044166469096658,3.956109264553197,0.2668738763644985,0.7183793891293891,-0.038623245216719,False,stable,stress,0.34,0.57523,-0.48283,0.6452,0.03515,0.64828,-1.50927,0,True,simulator_v1
173,5,3,HY,0.65,5,0.0350908811822327,0.0686256613756613,-0.1517248664307477,3.722850908300228,0.4154313996654059,0.6818862433862434,-0.0195745734850632,False,stable,stress,0.29144,1.64458,0.43282,0.52258,0.97667,0.52389,-0.74634,0,True,simulator_v1
174,5,4,IG,0.65,5,0.0850743300686897,0.0718986291486291,-0.1826447274539965,3.570660138814779,0.4931464262784608,0.6573253968253968,0.0015282115576822,False,stable,stress,0.6674,1.78228,0.2474,0.44258,1.46921,0.44016,0.09885,0,True,simulator_v1
175,5,0,HY,0.65,10,0.0184863452601748,0.0328359788359788,-0.0766822138724492,2.733815731808848,0.4047640901416336,0.5488042328042327,-0.0126283618279413,False,stable,stress,0.16654,0.13876,0.88283,0.00267,0.90906,0.07024,-0.46814,0,True,simulator_v1
176,5,1,HY,0.65,10,0.032968952300965,0.0224649054649054,-0.138196884460591,2.578207317684289,0.2970899741472095,0.522713443963444,0.020396884499576,False,stable,stress,0.27547,-0.29759,0.51394,-0.07913,0.22665,-0.01869,0.85456,0,True,simulator_v1
177,5,2,IG,0.65,10,0.0489619819154493,0.0186927849698747,-0.2455630834918725,2.9121525684269294,0.2366756946920218,0.5676051377672895,-0.0008276778795896,False,stable,stress,0.39577,-0.4563,-0.1299,0.09642,-0.15624,0.13433,0.00449,0,True,simulator_v1
